scraper_name,start_time,enqueued,dequeued,request_count,response_count,duplicates_filtered_internal,duplicates_filtered_from_others,offsites_filtered,computing_count,undergrad_count,research_count,online_count,current_time,subprocesses,initial_depth,filter_depth,max_depth,
scraper_3,4/12/2022 21:45,726,505,505,489,10874,168,11866,1068,980,1079,996,4/12/2022 21:45,4,2,5,10,
scraper_1,4/12/2022 21:46,947,502,502,486,12279,129,12238,1372,1246,1418,1268,4/12/2022 21:46,4,2,5,10,
scraper_3,4/12/2022 21:46,1196,1011,1011,992,16247,260,17177,1399,1267,1453,1291,4/12/2022 21:46,4,2,5,10,
scraper_2,4/12/2022 21:46,1259,1005,1005,989,25208,237,26457,1775,1597,1856,1644,4/12/2022 21:46,4,2,5,10,
scraper_3,4/12/2022 21:46,1631,1512,1512,1493,25885,361,25269,1827,1648,1907,1695,4/12/2022 21:46,4,2,5,10,
scraper_4,4/12/2022 21:46,1188,1081,1081,1065,23235,482,23147,1927,1746,2006,1794,4/12/2022 21:46,4,2,5,10,
scraper_1,4/12/2022 21:47,1291,1003,1003,987,22760,501,21226,2137,1951,2219,1998,4/12/2022 21:47,4,2,5,10,
scraper_2,4/12/2022 21:47,1693,1506,1506,1490,37411,493,36682,2262,2075,2344,2122,4/12/2022 21:47,4,2,5,10,
scraper_3,4/12/2022 21:47,2322,2052,2052,2033,37534,779,33816,2377,2189,2459,2237,4/12/2022 21:47,4,2,5,10,
scraper_1,4/12/2022 21:48,1627,1554,1554,1538,35710,956,32480,2503,2315,2585,2363,4/12/2022 21:48,4,2,5,10,
scraper_2,4/12/2022 21:48,2085,2030,2030,2014,52864,931,48825,2558,2370,2640,2418,4/12/2022 21:48,4,2,5,10,
scraper_3,4/12/2022 21:48,2655,2555,2555,2536,48160,1133,42569,2648,2459,2730,2508,4/12/2022 21:48,4,2,5,10,
scraper_4,4/12/2022 21:48,1797,1582,1582,1566,36142,728,34620,2658,2469,2740,2518,4/12/2022 21:48,4,2,5,10,
scraper_2,4/12/2022 21:49,2602,2531,2531,2515,63183,1035,59569,2829,2640,2911,2689,4/12/2022 21:49,4,2,5,10,
scraper_1,4/12/2022 21:50,2155,2057,2057,2041,43835,1243,41167,2948,2759,3030,2808,4/12/2022 21:50,4,2,5,10,
scraper_4,4/12/2022 21:50,2245,2228,2228,2212,44802,1213,42261,2974,2785,3056,2834,4/12/2022 21:50,4,2,5,10,
scraper_3,4/12/2022 21:51,1,1,1,1,0,0,0,0,0,0,0,4/12/2022 21:51,4,2,5,15,
scraper_1,4/12/2022 21:51,1,1,1,1,0,0,0,1,1,1,1,4/12/2022 21:51,4,2,5,15,
scraper_4,4/12/2022 21:51,1,1,1,1,0,0,0,1,1,1,1,4/12/2022 21:51,4,2,5,15,
scraper_2,4/12/2022 21:51,1,1,1,1,0,0,0,1,1,1,1,4/12/2022 21:51,4,2,5,15,
scraper_3,4/12/2022 21:52,741,506,506,490,9925,154,11596,970,917,990,930,4/12/2022 21:52,4,2,5,15,
scraper_1,4/12/2022 21:52,826,503,503,487,14027,61,14353,1020,961,1040,975,4/12/2022 21:52,4,2,5,15,
scraper_2,4/12/2022 21:52,725,504,504,488,9485,211,10067,1024,964,1043,978,4/12/2022 21:52,4,2,5,15,
scraper_4,4/12/2022 21:53,735,517,517,501,11687,139,12338,1247,1140,1277,1158,4/12/2022 21:53,4,2,5,15,
scraper_2,4/12/2022 21:53,1267,1007,1007,989,11396,242,11921,1281,1155,1330,1186,4/12/2022 21:53,4,2,5,15,
scraper_1,4/12/2022 21:53,1330,1006,1006,990,28876,201,28200,1654,1506,1748,1551,4/12/2022 21:53,4,2,5,15,
scraper_3,4/12/2022 21:53,1110,1009,1009,993,24920,417,25217,1667,1518,1760,1563,4/12/2022 21:53,4,2,5,15,
scraper_4,4/12/2022 21:54,1132,1018,1018,1002,21565,591,20666,1890,1739,1982,1784,4/12/2022 21:54,4,2,5,15,
scraper_2,4/12/2022 21:54,1668,1590,1590,1569,19428,620,18460,1908,1756,2000,1800,4/12/2022 21:54,4,2,5,15,
scraper_1,4/12/2022 21:54,1703,1524,1524,1508,48082,348,45388,2343,2179,2434,2225,4/12/2022 21:54,4,2,5,15,
scraper_3,4/12/2022 21:54,1738,1524,1524,1508,39397,728,37427,2405,2239,2498,2286,4/12/2022 21:54,4,2,5,15,
scraper_4,4/12/2022 21:54,1769,1536,1536,1520,30506,756,28278,2411,2245,2504,2292,4/12/2022 21:54,4,2,5,15,
scraper_2,4/12/2022 21:55,2186,2094,2094,2072,33915,932,29997,2474,2307,2567,2355,4/12/2022 21:55,4,2,5,15,
scraper_1,4/12/2022 21:55,2065,2025,2025,2009,58026,841,54255,2618,2451,2711,2499,4/12/2022 21:55,4,2,5,15,
scraper_3,4/12/2022 21:56,2109,2032,2032,2016,48044,1195,44425,2749,2582,2842,2630,4/12/2022 21:56,4,2,5,15,
scraper_4,4/12/2022 21:56,2086,2069,2069,2054,37572,1238,34363,2775,2608,2868,2656,4/12/2022 21:56,4,2,5,15,
scraper_2,4/12/2022 21:56,2636,2601,2601,2579,43831,1078,39770,2788,2621,2881,2669,4/12/2022 21:56,4,2,5,15,
scraper_1,4/12/2022 21:56,2538,2538,2538,2532,65517,960,62212,2792,2625,2885,2673,4/12/2022 21:56,4,2,5,15,
scraper_1,4/12/2022 22:05,1,1,1,1,0,0,0,0,0,0,0,4/12/2022 22:05,4,2,8,10,
scraper_4,4/12/2022 22:05,1,1,1,1,0,0,0,1,1,1,1,4/12/2022 22:05,4,2,8,10,
scraper_3,4/12/2022 22:05,1,1,1,1,0,0,0,1,1,1,1,4/12/2022 22:05,4,2,8,10,
scraper_2,4/12/2022 22:05,1,1,1,1,0,0,0,1,1,1,1,4/12/2022 22:05,4,2,8,10,
scraper_1,4/12/2022 22:06,1602,502,502,487,5548,46,6657,397,329,428,338,4/12/2022 22:06,4,2,8,10,
scraper_3,4/12/2022 22:06,986,506,506,491,5330,47,6486,403,329,435,340,4/12/2022 22:06,4,2,8,10,
scraper_1,4/12/2022 22:06,1606,1003,1003,991,5549,46,6770,542,353,497,378,4/12/2022 22:06,4,2,8,10,
scraper_3,4/12/2022 22:07,1388,1008,1008,990,12072,73,13269,809,563,762,599,4/12/2022 22:07,4,2,8,10,
scraper_4,4/12/2022 22:07,1011,502,502,486,8187,26,8688,902,608,870,664,4/12/2022 22:07,4,2,8,10,
scraper_3,4/12/2022 22:07,1793,1510,1510,1491,15501,124,16983,1037,730,1014,802,4/12/2022 22:07,4,2,8,10,
scraper_4,4/12/2022 22:07,1554,1004,1004,987,9044,48,9610,1175,833,1150,917,4/12/2022 22:07,4,2,8,10,
scraper_2,4/12/2022 22:07,760,502,502,486,11865,145,12522,1204,854,1180,939,4/12/2022 22:07,4,2,8,10,
scraper_1,4/12/2022 22:08,1815,1511,1511,1495,9429,102,11697,1360,994,1335,1079,4/12/2022 22:08,4,2,8,10,
scraper_2,4/12/2022 22:08,1220,1012,1012,993,25512,288,26306,1624,1238,1614,1333,4/12/2022 22:08,4,2,8,10,
scraper_2,4/12/2022 22:08,1694,1516,1516,1497,26105,294,26821,1716,1277,1721,1377,4/12/2022 22:08,4,2,8,10,
scraper_1,4/12/2022 22:09,2187,2014,2014,1998,19332,451,21036,1929,1433,1942,1551,4/12/2022 22:09,4,2,8,10,
scraper_2,4/12/2022 22:09,2174,2041,2041,2022,33269,375,32268,1959,1460,1972,1580,4/12/2022 22:09,4,2,8,10,
scraper_4,4/12/2022 22:10,1814,1508,1508,1489,14972,220,15757,2315,1814,2328,1934,4/12/2022 22:10,4,2,8,10,
scraper_3,4/12/2022 22:10,2185,2063,2063,2044,31163,451,30901,2544,2040,2557,2161,4/12/2022 22:10,4,2,8,10,
scraper_1,4/12/2022 22:10,2949,2517,2517,2501,38881,650,39733,2621,2117,2634,2238,4/12/2022 22:10,4,2,8,10,
scraper_2,4/12/2022 22:10,2622,2544,2544,2525,59983,531,55576,2642,2137,2655,2258,4/12/2022 22:10,4,2,8,10,
scraper_3,4/12/2022 22:11,2797,2564,2564,2545,47593,755,45817,2987,2478,3001,2596,4/12/2022 22:11,4,2,8,10,
scraper_1,4/12/2022 22:13,3322,3019,3019,3003,44957,708,45809,3184,2671,3198,2791,4/12/2022 22:13,4,2,8,10,
scraper_4,4/12/2022 22:15,2152,2038,2038,2019,21970,686,21709,3259,2745,3276,2863,4/12/2022 22:15,4,2,8,10,
scraper_3,4/12/2022 22:20,3132,3066,3066,3047,60088,1064,57176,3375,2860,3392,2979,4/12/2022 22:20,4,2,8,10,
scraper_1,4/12/2022 22:21,3601,3549,3549,3534,48266,1125,48144,3458,2943,3475,3062,4/12/2022 22:21,4,2,8,10,
scraper_2,4/12/2022 22:21,3196,3048,3048,3029,72817,655,67749,3461,2946,3478,3065,4/12/2022 22:21,4,2,8,10,
scraper_4,4/12/2022 22:24,2815,2539,2539,2520,34147,1081,33161,3679,3164,3696,3283,4/12/2022 22:24,4,2,8,10,
scraper_1,4/12/2022 22:28,4254,4074,4074,4058,59645,1296,59653,3905,3385,3922,3505,4/12/2022 22:28,4,2,8,10,
scraper_3,4/12/2022 22:28,3665,3567,3567,3548,69575,1223,66676,3926,3406,3943,3526,4/12/2022 22:28,4,2,8,10,
scraper_2,4/12/2022 22:32,3637,3582,3582,3563,80223,729,75001,4220,3692,4237,3814,4/12/2022 22:32,4,2,8,10,
scraper_4,4/12/2022 22:33,3132,3050,3050,3031,39962,1323,38413,4289,3761,4306,3883,4/12/2022 22:33,4,2,8,10,
scraper_1,4/12/2022 22:34,4613,4597,4597,4581,71533,1591,69943,4320,3792,4337,3914,4/12/2022 22:34,4,2,8,10,
scraper_2,4/12/2022 22:34,4093,4083,4083,4064,88804,1155,82533,4329,3801,4346,3923,4/12/2022 22:34,4,2,8,10,
scraper_2,4/13/2022 1:34,1,1,1,1,0,0,0,0,0,0,0,4/13/2022 1:34,4,2,8,15,
scraper_3,4/13/2022 1:34,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 1:34,4,2,8,15,
scraper_4,4/13/2022 1:34,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 1:34,4,2,8,15,
scraper_1,4/13/2022 1:34,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 1:34,4,2,8,15,
scraper_3,4/13/2022 1:40,933,503,503,486,11153,94,12389,877,802,883,821,4/13/2022 1:40,4,2,8,15,
scraper_4,4/13/2022 1:41,899,505,505,489,10939,107,12069,948,844,995,874,4/13/2022 1:41,4,2,8,15,
scraper_2,4/13/2022 1:43,946,502,502,486,15019,132,15106,1222,1103,1279,1133,4/13/2022 1:43,4,2,8,15,
scraper_3,4/13/2022 1:43,1348,1004,1004,985,16282,189,17916,1305,1178,1363,1208,4/13/2022 1:43,4,2,8,15,
scraper_1,4/13/2022 1:43,875,502,502,486,14048,115,14972,1323,1194,1384,1226,4/13/2022 1:43,4,2,8,15,
scraper_2,4/13/2022 1:46,1280,1008,1008,992,21508,281,21912,1651,1499,1713,1532,4/13/2022 1:46,4,2,8,15,
scraper_4,4/13/2022 1:46,1286,1006,1006,990,22249,277,23827,1672,1518,1734,1551,4/13/2022 1:46,4,2,8,15,
scraper_1,4/13/2022 1:48,1227,1006,1006,987,23402,490,23164,1888,1668,1897,1703,4/13/2022 1:48,4,2,8,15,
scraper_2,4/13/2022 1:48,2207,1511,1511,1495,25953,364,25946,1893,1670,1899,1705,4/13/2022 1:48,4,2,8,15,
scraper_2,4/13/2022 1:48,2344,2019,2019,2003,26115,365,25994,1969,1685,1916,1728,4/13/2022 1:48,4,2,8,15,
scraper_2,4/13/2022 1:49,2713,2553,2553,2537,29450,553,28419,2091,1794,2027,1837,4/13/2022 1:49,4,2,8,15,
scraper_3,4/13/2022 1:50,1703,1531,1531,1512,31354,516,30972,2123,1826,2059,1869,4/13/2022 1:50,4,2,8,15,
scraper_4,4/13/2022 1:51,1643,1507,1507,1491,34297,668,33477,2183,1883,2118,1926,4/13/2022 1:51,4,2,8,15,
scraper_4,4/13/2022 1:51,2154,2009,2009,1993,35782,687,34770,2283,1912,2202,1950,4/13/2022 1:51,4,2,8,15,
scraper_4,4/13/2022 1:51,2664,2511,2511,2492,36561,694,35157,2336,1918,2313,1983,4/13/2022 1:51,4,2,8,15,
scraper_1,4/13/2022 1:52,1595,1510,1510,1491,35066,899,31938,2388,1962,2371,2030,4/13/2022 1:52,4,2,8,15,
scraper_3,4/13/2022 1:54,2291,2035,2035,2016,43871,936,41116,2538,2108,2521,2178,4/13/2022 1:54,4,2,8,15,
scraper_2,4/13/2022 1:58,3262,3054,3054,3038,51162,789,47462,2874,2444,2857,2514,4/13/2022 1:58,4,2,8,15,
scraper_4,4/13/2022 1:59,3155,3015,3015,2996,52685,936,47740,2967,2537,2950,2607,4/13/2022 1:59,4,2,8,15,
scraper_3,4/13/2022 2:00,2794,2559,2559,2541,52369,994,48706,3106,2669,3089,2740,4/13/2022 2:00,4,2,8,15,
scraper_1,4/13/2022 2:01,2156,2011,2011,1992,43889,1026,40662,3197,2754,3180,2829,4/13/2022 2:01,4,2,8,15,
scraper_3,4/13/2022 2:03,3129,3088,3088,3069,60857,1263,56484,3396,2948,3379,3025,4/13/2022 2:03,4,2,8,15,
scraper_2,4/13/2022 2:04,3604,3559,3559,3543,65140,981,59638,3429,2981,3412,3056,4/13/2022 2:04,4,2,8,15,
scraper_1,4/13/2022 2:06,2549,2512,2512,2493,52798,1283,49994,3572,3124,3555,3199,4/13/2022 2:06,4,2,8,15,
scraper_2,4/13/2022 13:14,1,1,1,1,0,0,0,0,0,0,0,4/13/2022 13:14,4,3,5,10,
scraper_1,4/13/2022 13:14,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 13:14,4,3,5,10,
scraper_4,4/13/2022 13:14,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 13:14,4,3,5,10,
scraper_3,4/13/2022 13:14,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 13:14,4,3,5,10,
scraper_1,4/13/2022 13:23,903,505,505,489,12115,123,11883,950,899,959,910,4/13/2022 13:23,4,3,5,10,
scraper_3,4/13/2022 13:23,937,506,506,490,10528,96,11650,957,906,969,917,4/13/2022 13:23,4,3,5,10,
scraper_4,4/13/2022 13:24,915,503,503,487,13398,175,13575,1049,991,1061,1002,4/13/2022 13:24,4,3,5,10,
scraper_2,4/13/2022 13:25,859,503,503,487,14022,171,13561,1119,1059,1132,1071,4/13/2022 13:25,4,3,5,10,
scraper_3,4/13/2022 13:28,1330,1020,1020,1004,21584,421,22293,1365,1287,1378,1301,4/13/2022 13:28,4,3,5,10,
scraper_1,4/13/2022 13:29,1255,1006,1006,990,25015,392,24939,1481,1393,1495,1412,4/13/2022 13:29,4,3,5,10,
scraper_2,4/13/2022 13:30,1277,1004,1004,988,24888,541,23946,1514,1425,1530,1445,4/13/2022 13:30,4,3,5,10,
scraper_4,4/13/2022 13:31,1299,1010,1010,994,23747,448,23991,1650,1557,1667,1577,4/13/2022 13:31,4,3,5,10,
scraper_2,4/13/2022 13:35,1734,1512,1512,1496,40598,842,38089,1891,1797,1909,1817,4/13/2022 13:35,4,3,5,10,
scraper_4,4/13/2022 13:36,1806,1522,1522,1506,38828,746,37268,1999,1903,2016,1922,4/13/2022 13:36,4,3,5,10,
scraper_3,4/13/2022 13:37,1824,1525,1525,1510,34895,578,34794,2061,1961,2078,1982,4/13/2022 13:37,4,3,5,10,
scraper_1,4/13/2022 13:38,1644,1508,1508,1492,51569,606,47688,2166,2054,2180,2074,4/13/2022 13:38,4,3,5,10,
scraper_3,4/13/2022 13:39,2249,2045,2045,2026,51621,1008,49651,2185,2072,2199,2093,4/13/2022 13:39,4,3,5,10,
scraper_4,4/13/2022 13:41,2297,2024,2024,2008,59811,1180,55623,2351,2238,2365,2259,4/13/2022 13:41,4,3,5,10,
scraper_2,4/13/2022 13:41,2261,2024,2024,2008,57617,1195,52138,2353,2240,2367,2261,4/13/2022 13:41,4,3,5,10,
scraper_3,4/13/2022 13:43,2728,2546,2546,2527,79009,1404,70394,2578,2464,2593,2485,4/13/2022 13:43,4,3,5,10,
scraper_1,4/13/2022 13:44,2167,2009,2009,1993,68884,972,61645,2600,2486,2615,2507,4/13/2022 13:44,4,3,5,10,
scraper_2,4/13/2022 13:47,2629,2528,2528,2512,77666,1510,68440,2763,2646,2781,2664,4/13/2022 13:47,4,3,5,10,
scraper_4,4/13/2022 13:48,2602,2525,2525,2509,81050,1533,72978,2808,2687,2826,2705,4/13/2022 13:48,4,3,5,10,
scraper_1,4/13/2022 13:48,2609,2512,2512,2498,80829,1244,73759,2859,2706,2896,2729,4/13/2022 13:48,4,3,5,10,
scraper_1,4/13/2022 13:50,3022,3017,3017,3001,89684,1443,80774,2980,2801,3072,2849,4/13/2022 13:50,4,3,5,10,
scraper_2,4/13/2022 13:52,1,1,1,1,0,0,0,0,0,0,0,4/13/2022 13:52,4,3,5,15,
scraper_1,4/13/2022 13:52,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 13:52,4,3,5,15,
scraper_4,4/13/2022 13:52,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 13:52,4,3,5,15,
scraper_3,4/13/2022 13:52,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 13:52,4,3,5,15,
scraper_3,4/13/2022 13:53,1037,502,502,486,11633,90,11143,747,679,775,697,4/13/2022 13:53,4,3,5,15,
scraper_4,4/13/2022 13:53,963,502,502,486,10643,49,11316,921,849,954,866,4/13/2022 13:53,4,3,5,15,
scraper_1,4/13/2022 13:53,794,502,502,486,12801,122,13745,1035,959,1066,976,4/13/2022 13:53,4,3,5,15,
scraper_3,4/13/2022 13:54,1323,1006,1006,990,25034,289,25024,1333,1235,1364,1254,4/13/2022 13:54,4,3,5,15,
scraper_2,4/13/2022 13:54,808,509,509,493,11838,212,11557,1381,1270,1417,1290,4/13/2022 13:54,4,3,5,15,
scraper_1,4/13/2022 13:54,1255,1003,1003,987,30484,419,29981,1482,1364,1518,1383,4/13/2022 13:54,4,3,5,15,
scraper_3,4/13/2022 13:55,1732,1508,1508,1492,42346,521,40797,1627,1509,1664,1528,4/13/2022 13:55,4,3,5,15,
scraper_4,4/13/2022 13:55,1307,1012,1012,993,22323,425,22468,1638,1519,1675,1538,4/13/2022 13:55,4,3,5,15,
scraper_2,4/13/2022 13:55,1212,1018,1018,1002,25730,634,24742,1650,1531,1687,1550,4/13/2022 13:55,4,3,5,15,
scraper_3,4/13/2022 13:55,2213,2020,2020,2004,52793,651,48488,1827,1652,1909,1701,4/13/2022 13:55,4,3,5,15,
scraper_1,4/13/2022 13:55,1693,1508,1508,1492,50541,794,46762,1874,1685,1973,1737,4/13/2022 13:55,4,3,5,15,
scraper_2,4/13/2022 13:56,1686,1519,1519,1503,43240,1024,40038,2170,1972,2268,2027,4/13/2022 13:56,4,3,5,15,
scraper_3,4/13/2022 13:56,2780,2524,2524,2505,71402,843,65106,2329,2129,2427,2185,4/13/2022 13:56,4,3,5,15,
scraper_1,4/13/2022 13:56,2282,2025,2025,2009,66710,907,61414,2418,2216,2515,2273,4/13/2022 13:56,4,3,5,15,
scraper_4,4/13/2022 13:57,1808,1528,1528,1509,31042,648,31198,2507,2304,2604,2361,4/13/2022 13:57,4,3,5,15,
scraper_2,4/13/2022 13:57,2157,2021,2021,2005,69362,1330,59084,2742,2539,2839,2596,4/13/2022 13:57,4,3,5,15,
scraper_1,4/13/2022 13:58,2633,2528,2528,2512,85113,1277,76520,2883,2680,2980,2737,4/13/2022 13:58,4,3,5,15,
scraper_3,4/13/2022 13:58,3142,3026,3026,3008,83779,1149,74667,2990,2786,3087,2841,4/13/2022 13:58,4,3,5,15,
scraper_2,4/13/2022 13:58,2536,2524,2524,2509,88079,1674,76187,3014,2809,3111,2864,4/13/2022 13:58,4,3,5,15,
scraper_4,4/13/2022 13:59,2263,2029,2029,2010,45660,883,44942,3068,2863,3165,2918,4/13/2022 13:59,4,3,5,15,
scraper_4,4/13/2022 13:59,2678,2535,2535,2516,65441,1335,61294,3072,2867,3169,2922,4/13/2022 13:59,4,3,5,15,
scraper_4,4/13/2022 13:59,3096,3040,3040,3021,87160,1830,77731,3072,2867,3169,2922,4/13/2022 13:59,4,3,5,15,
scraper_1,4/13/2022 14:37,1,1,1,1,0,0,0,0,0,0,0,4/13/2022 14:37,4,3,8,10,
scraper_3,4/13/2022 14:37,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 14:37,4,3,8,10,
scraper_2,4/13/2022 14:37,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 14:37,4,3,8,10,
scraper_4,4/13/2022 14:37,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 14:37,4,3,8,10,
scraper_2,4/13/2022 14:42,973,502,502,486,9846,52,11233,721,636,753,657,4/13/2022 14:42,4,3,8,10,
scraper_4,4/13/2022 14:43,981,510,510,494,9625,82,10474,880,726,888,802,4/13/2022 14:43,4,3,8,10,
scraper_3,4/13/2022 14:44,906,503,503,487,10516,92,11534,1094,877,1142,1066,4/13/2022 14:44,4,3,8,10,
scraper_1,4/13/2022 14:45,918,503,503,487,14533,108,15542,1178,949,1229,1139,4/13/2022 14:45,4,3,8,10,
scraper_4,4/13/2022 14:46,1486,1014,1014,998,15524,146,16772,1358,1121,1408,1312,4/13/2022 14:46,4,3,8,10,
scraper_2,4/13/2022 14:47,1414,1005,1005,989,19192,143,20436,1558,1313,1614,1504,4/13/2022 14:47,4,3,8,10,
scraper_3,4/13/2022 14:49,1288,1015,1015,999,24145,417,24488,1832,1580,1888,1773,4/13/2022 14:49,4,3,8,10,
scraper_4,4/13/2022 14:51,1806,1516,1516,1500,28089,476,28790,1947,1693,2003,1886,4/13/2022 14:51,4,3,8,10,
scraper_1,4/13/2022 14:51,1324,1006,1006,990,31406,341,31345,2012,1754,2068,1948,4/13/2022 14:51,4,3,8,10,
scraper_2,4/13/2022 14:54,1796,1524,1524,1508,29746,391,30539,2158,1899,2214,2094,4/13/2022 14:54,4,3,8,10,
scraper_3,4/13/2022 14:55,1827,1519,1519,1503,35127,684,34725,2252,1992,2307,2187,4/13/2022 14:55,4,3,8,10,
scraper_1,4/13/2022 14:56,1749,1507,1507,1491,42611,609,42251,2279,2018,2334,2213,4/13/2022 14:56,4,3,8,10,
scraper_4,4/13/2022 14:57,2282,2025,2025,2009,40631,726,40456,2339,2078,2394,2273,4/13/2022 14:57,4,3,8,10,
scraper_2,4/13/2022 14:57,2253,2025,2025,2009,46588,771,44985,2363,2102,2418,2297,4/13/2022 14:57,4,3,8,10,
scraper_3,4/13/2022 14:59,2221,2020,2020,2004,53737,1116,50149,2411,2150,2466,2345,4/13/2022 14:59,4,3,8,10,
scraper_4,4/13/2022 15:01,2844,2526,2526,2510,64993,1139,60398,2545,2282,2599,2478,4/13/2022 15:01,4,3,8,10,
scraper_1,4/13/2022 15:01,2328,2017,2017,2001,68998,981,63615,2661,2389,2714,2582,4/13/2022 15:01,4,3,8,10,
scraper_2,4/13/2022 15:03,2977,2527,2527,2512,67515,1103,63043,2866,2588,2919,2787,4/13/2022 15:03,4,3,8,10,
scraper_3,4/13/2022 15:05,2741,2528,2528,2509,71132,1408,64533,3005,2721,3059,2925,4/13/2022 15:05,4,3,8,10,
scraper_2,4/13/2022 15:07,3407,3029,3029,3015,74123,1129,70380,3241,2926,3305,3144,4/13/2022 15:07,4,3,8,10,
scraper_4,4/13/2022 15:08,3168,3027,3027,3011,87018,1479,78266,3308,2966,3375,3194,4/13/2022 15:08,4,3,8,10,
scraper_2,4/13/2022 15:08,3728,3547,3547,3531,80189,1385,75045,3309,2967,3376,3195,4/13/2022 15:08,4,3,8,10,
scraper_1,4/13/2022 15:09,2598,2518,2518,2502,92404,1287,82346,3366,3023,3433,3251,4/13/2022 15:09,4,3,8,10,
scraper_4,4/13/2022 15:09,3589,3528,3528,3512,93384,1571,84361,3482,3064,3585,3305,4/13/2022 15:09,4,3,8,10,
scraper_3,4/13/2022 15:09,3189,3032,3032,3013,88780,1707,79890,3486,3065,3593,3306,4/13/2022 15:09,4,3,8,10,
scraper_1,4/13/2022 15:11,3076,3023,3023,3004,103081,1432,90975,3604,3165,3733,3422,4/13/2022 15:11,4,3,8,10,
scraper_3,4/13/2022 15:12,3546,3539,3539,3520,97217,1866,86654,3630,3191,3759,3448,4/13/2022 15:12,4,3,8,10,
scraper_3,4/13/2022 15:14,1,1,1,1,0,0,0,0,0,0,0,4/13/2022 15:14,4,3,8,15,
scraper_4,4/13/2022 15:14,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 15:14,4,3,8,15,
scraper_1,4/13/2022 15:14,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 15:14,4,3,8,15,
scraper_2,4/13/2022 15:14,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 15:14,4,3,8,15,
scraper_4,4/13/2022 15:14,1078,507,507,492,11583,52,13433,716,637,736,653,4/13/2022 15:14,4,3,8,15,
scraper_1,4/13/2022 15:14,1051,502,502,486,11314,42,11577,740,650,755,678,4/13/2022 15:14,4,3,8,15,
scraper_4,4/13/2022 15:14,1434,1014,1014,999,13702,63,16118,1047,865,1064,974,4/13/2022 15:14,4,3,8,15,
scraper_3,4/13/2022 15:15,1098,504,504,488,14917,120,14879,1232,1032,1256,1146,4/13/2022 15:15,4,3,8,15,
scraper_1,4/13/2022 15:15,1396,1004,1004,988,26922,156,27537,1636,1418,1661,1538,4/13/2022 15:15,4,3,8,15,
scraper_4,4/13/2022 15:15,1823,1515,1515,1499,28915,177,30175,1678,1457,1701,1578,4/13/2022 15:15,4,3,8,15,
scraper_2,4/13/2022 15:15,960,502,502,486,14226,202,14420,1839,1610,1860,1731,4/13/2022 15:15,4,3,8,15,
scraper_3,4/13/2022 15:16,1307,1015,1015,999,26186,441,25970,2128,1885,2149,2009,4/13/2022 15:16,4,3,8,15,
scraper_1,4/13/2022 15:16,1827,1507,1507,1489,41300,315,41725,2182,1936,2204,2059,4/13/2022 15:16,4,3,8,15,
scraper_4,4/13/2022 15:16,2318,2020,2020,2004,40844,443,41666,2204,1953,2232,2073,4/13/2022 15:16,4,3,8,15,
scraper_2,4/13/2022 15:16,1303,1003,1003,987,22413,395,22703,2228,1971,2259,2093,4/13/2022 15:16,4,3,8,15,
scraper_3,4/13/2022 15:17,1731,1517,1517,1501,47939,718,43472,2485,2211,2520,2337,4/13/2022 15:17,4,3,8,15,
scraper_3,4/13/2022 15:17,2262,2021,2021,1999,48723,726,44103,2552,2223,2607,2358,4/13/2022 15:17,4,3,8,15,
scraper_1,4/13/2022 15:17,2244,2026,2026,2007,54198,528,54207,2559,2223,2624,2364,4/13/2022 15:17,4,3,8,15,
scraper_2,4/13/2022 15:17,1768,1505,1505,1489,36978,841,34567,2564,2223,2642,2364,4/13/2022 15:17,4,3,8,15,
scraper_4,4/13/2022 15:17,2754,2548,2548,2532,56810,893,55172,2578,2226,2652,2366,4/13/2022 15:17,4,3,8,15,
scraper_3,4/13/2022 15:18,2647,2524,2524,2503,55875,761,49457,2670,2291,2747,2442,4/13/2022 15:18,4,3,8,15,
scraper_1,4/13/2022 15:18,2647,2528,2528,2509,78026,956,72649,2857,2478,2934,2629,4/13/2022 15:18,4,3,8,15,
scraper_2,4/13/2022 15:18,2297,2007,2007,1991,61688,1259,55193,2920,2538,2997,2691,4/13/2022 15:18,4,3,8,15,
scraper_4,4/13/2022 15:18,3344,3049,3049,3033,80322,1309,74831,2962,2579,3039,2733,4/13/2022 15:18,4,3,8,15,
scraper_3,4/13/2022 15:19,3155,3031,3031,3009,87013,926,71747,3330,2945,3407,3101,4/13/2022 15:19,4,3,8,15,
